Book_ID,Title,Author,Rating,Ratings_Count,Year,Image_URL,Genre
66678,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,4.24,37728,1990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
11947829,"Ascend (Trylle, #3)",Amanda Hocking,4.08,26350,2012,https://images.gr-assets.com/books/1397955256m/11947829.jpg,Fantasy
58077,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.85,52215,2005,https://images.gr-assets.com/books/1328694483m/58077.jpg,Mystery
91661,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,4.08,46665,1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,4.2,47875,1991,https://images.gr-assets.com/books/1403326937m/2442.jpg,Fantasy
2715,Salt: A World History,Mark Kurlansky,3.73,39402,2002,https://images.gr-assets.com/books/1414608893m/2715.jpg,Historical
31173,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",3.75,41793,1853,https://images.gr-assets.com/books/1320412741m/31173.jpg,Classics
6642402,"Something About You (FBI/US Attorney, #1)",Julie James,3.94,47720,2010,https://images.gr-assets.com/books/1327933063m/6642402.jpg,Romance
30242,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton,4.07,53980,1998,https://images.gr-assets.com/books/1289528358m/30242.jpg,Horror
16117506,"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren,4.24,55764,2013,https://images.gr-assets.com/books/1359073239m/16117506.jpg,Romance
7415016,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,3.7,40137,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
9268487,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,4.23,34419,2013,https://images.gr-assets.com/books/1360777092m/9268487.jpg,Fantasy
13830,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,4.2,53413,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
52309,The Autobiography of Benjamin Franklin,"Benjamin Franklin, Lewis Leary",3.83,33061,1791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Biography
14662,The Red and the Black,"Stendhal, Roger Gard",3.87,33346,1830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
18053060,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,3.84,44785,2014,https://images.gr-assets.com/books/1381437107m/18053060.jpg,Young Adult
15994634,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,3.82,27563,2013,https://images.gr-assets.com/books/1396815892m/15994634.jpg,Historical
386286,"Julie of the Wolves (Julie of the Wolves, #1)","Jean Craighead George, John Schoenherr",3.79,46442,1972,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
30262,"The Good, the Bad, and the Undead (The Hollows, #2)",Kim Harrison,4.26,49321,2005,https://images.gr-assets.com/books/1391023304m/30262.jpg,Fantasy
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.89,34822,1985,https://images.gr-assets.com/books/1260954505m/105.jpg,Science Fiction
17983690,"Lick (Stage Dive, #1)",Kylie Scott,4.15,54585,2013,https://images.gr-assets.com/books/1421855031m/17983690.jpg,Romance
224500,"Point Blank (Alex Rider, #2)",Anthony Horowitz,4.1,39296,2001,https://images.gr-assets.com/books/1375494413m/224500.jpg,Young Adult
218467,Lucifer's Hammer,"Larry Niven, Jerry Pournelle",3.98,33228,1977,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
31548,Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",4.11,33028,1915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
30248,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,3.89,46567,2001,https://images.gr-assets.com/books/1386179578m/30248.jpg,Fantasy
20564,The Mill on the Floss,"George Eliot, A.S. Byatt",3.77,36017,1860,https://images.gr-assets.com/books/1394285531m/20564.jpg,Classics
24472,Peony in Love,Lisa See,3.59,34044,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
88071,The Last Colony (Old Man's War #3),John Scalzi,4.03,29154,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
43339,Where Are the Children?,Mary Higgins Clark,4.0,34816,1975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
899492,The Tell-Tale Heart,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",4.22,33704,1843,https://images.gr-assets.com/books/1317724096m/899492.jpg,Classics
13146214,"Because of Low (Sea Breeze, #2)",Abbi Glines,4.14,48344,2012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
31250,Little Dorrit,"Charles Dickens, Helen Small, Stephen Wall",3.97,33997,1855,https://images.gr-assets.com/books/1496619146m/31250.jpg,Classics
17383934,The Valley of Amazement,Amy Tan,3.6,27628,2013,https://images.gr-assets.com/books/1362956150m/17383934.jpg,Historical
2410506,Thanks for the Memories,Cecelia Ahern,3.69,31617,2008,https://images.gr-assets.com/books/1328019535m/2410506.jpg,Romance
634583,Wings of Fire: An Autobiography,"A.P.J. Abdul Kalam, Arun Tiwari",4.19,24450,1999,https://images.gr-assets.com/books/1295670969m/634583.jpg,Biography
8379374,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,4.05,50044,2010,https://images.gr-assets.com/books/1348192403m/8379374.jpg,Romance
333867,The Stars My Destination,"Alfred Bester, Neil Gaiman",4.13,29055,1955,https://images.gr-assets.com/books/1433671750m/333867.jpg,Science Fiction
24499258,Slade House,David Mitchell,3.82,24898,2015,https://images.gr-assets.com/books/1446777435m/24499258.jpg,Horror
45101,"The Mad Ship (Liveship Traders, #2)",Robin Hobb,4.21,30724,1999,https://images.gr-assets.com/books/1328628210m/45101.jpg,Fantasy
126507,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,4.15,29745,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
17202452,"One Week Girlfriend (One Week Girlfriend, #1)",Monica  Murphy,3.94,44678,2013,https://images.gr-assets.com/books/1361553462m/17202452.jpg,Romance
24388326,The Heart Goes Last,Margaret Atwood,3.37,26841,2015,https://images.gr-assets.com/books/1493598486m/24388326.jpg,Science Fiction
32831,"The Mysterious Island (Extraordinary Voyages, #12)","Jules Verne, Caleb Carr, Jordan Stump",4.08,26440,1874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
3047848,"Heartless (Pretty Little Liars, #7)",Sara Shepard,4.1,32754,2010,https://images.gr-assets.com/books/1265496817m/3047848.jpg,Young Adult
23009402,Saint Anything,Sarah Dessen,4.05,35111,2015,https://images.gr-assets.com/books/1414680105m/23009402.jpg,Young Adult
12857,The Gambler,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",3.88,21358,1866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
59145,Père Goriot,Honoré de Balzac,3.82,26070,1834,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
4796,The Winter of Our Discontent,"John Steinbeck, Susan Shillinglaw",3.99,28050,1961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
24950845,"Tricky Twenty-Two (Stephanie Plum, #22)",Janet Evanovich,3.92,23408,2015,https://images.gr-assets.com/books/1431363154m/24950845.jpg,Mystery
29641,The End of the Affair,"Graham Greene, Monica Ali",3.96,29372,1951,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
739840,Bambi,"Felix Salten, Barbara Cooney",4.1,28655,1923,https://images.gr-assets.com/books/1344401718m/739840.jpg,Classics
46544,"The Shelters of Stone (Earth's Children, #5)",Jean M. Auel,3.8,31333,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
6723348,"The Fall (The Strain Trilogy, #2)","Guillermo del Toro, Chuck Hogan",3.8,25774,2009,https://images.gr-assets.com/books/1327934155m/6723348.jpg,Horror
16169737,"The Heist (Fox and O'Hare, #1)","Janet Evanovich, Lee Goldberg",3.78,29834,2013,https://images.gr-assets.com/books/1371429330m/16169737.jpg,Mystery
12700306,"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne,4.25,30578,2012,https://images.gr-assets.com/books/1324455119m/12700306.jpg,Fantasy
6441509,"Shadow Souls (The Vampire Diaries: The Return, #2)",L.J. Smith,3.79,31445,2010,https://images.gr-assets.com/books/1347424332m/6441509.jpg,Horror
20881071,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)",Michael Connelly,4.05,18672,2014,https://images.gr-assets.com/books/1392997140m/20881071.jpg,Mystery
12749,"Swann's Way (In Search of Lost Time, #1)","Marcel Proust, Simon Vance, Lydia Davis",4.14,24595,1913,https://images.gr-assets.com/books/1452956236m/12749.jpg,Classics
429138,"River God (Ancient Egypt, #1)",Wilbur Smith,4.2,24920,1993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
380975,"K is for Killer (Kinsey Millhone, #11)",Sue Grafton,3.98,30752,1994,https://images.gr-assets.com/books/1315138307m/380975.jpg,Mystery
92143,Bone: The Complete Edition,Jeff Smith,4.42,27721,1991,https://images.gr-assets.com/books/1483068004m/92143.jpg,Fantasy
1966969,"Fire Study (Study, #3)",Maria V. Snyder,3.95,40523,2008,https://images.gr-assets.com/books/1357064290m/1966969.jpg,Fantasy
385742,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,4.17,29586,2004,https://images.gr-assets.com/books/1337457481m/385742.jpg,Fantasy
110331,The Federalist Papers,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",4.05,24648,1787,https://images.gr-assets.com/books/1327865541m/110331.jpg,Historical
657034,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,3.92,27974,2007,https://images.gr-assets.com/books/1317065387m/657034.jpg,Mystery
13536649,"Trapped (The Iron Druid Chronicles, #5)",Kevin Hearne,4.28,27544,2012,https://images.gr-assets.com/books/1346092123m/13536649.jpg,Fantasy
93261,The Legend of Sleepy Hollow,Washington Irving,3.74,25433,1820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
268601,"Glory in Death (In Death, #2)",J.D. Robb,4.25,35158,1995,https://images.gr-assets.com/books/1309282048m/268601.jpg,Mystery
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,3.97,26410,1988,https://images.gr-assets.com/books/1374778887m/154091.jpg,Science Fiction
77391,"Anne of Ingleside (Anne of Green Gables, #6)",L.M. Montgomery,4.05,36641,1939,https://images.gr-assets.com/books/1285712495m/77391.jpg,Classics
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,4.19,35591,2000,https://images.gr-assets.com/books/1379594308m/861326.jpg,Romance
4692,"The Physician (Cole Family Trilogy, #1)",Noah Gordon,4.35,19310,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
5201089,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,4.29,30299,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
6613,Four Blondes,Candace Bushnell,2.8,22278,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
10959277,The Future of Us,"Jay Asher, Carolyn Mackler",3.58,32986,2011,https://images.gr-assets.com/books/1366214559m/10959277.jpg,Young Adult
7800188,"Virals (Virals, #1)","Kathy Reichs, Brendan Reichs",3.94,30226,2010,https://images.gr-assets.com/books/1278653923m/7800188.jpg,Young Adult
6365221,Mennonite in a Little Black Dress: A Memoir of Going Home,Rhoda Janzen,3.17,23096,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Biography
49455,Notes from Underground,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",4.15,15297,1864,https://images.gr-assets.com/books/1327909683m/49455.jpg,Classics
40290,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,3.86,26621,1987,https://images.gr-assets.com/books/1327295457m/40290.jpg,Fantasy
17167084,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise Penny,4.41,24325,2013,https://images.gr-assets.com/books/1364312402m/17167084.jpg,Mystery
24137,"Catherine, Called Birdy",Karen Cushman,3.7,31185,1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
15547,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",Terry Brooks,3.86,26995,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
6801582,"Spells (Wings, #2)",Aprilynne Pike,3.99,34331,2009,https://images.gr-assets.com/books/1328316409m/6801582.jpg,Fantasy
31337,"Blackwood Farm (The Vampire Chronicles, #9)",Anne Rice,3.85,24567,2002,https://images.gr-assets.com/books/1327522790m/31337.jpg,Horror
234501,"Startide Rising (The Uplift Saga, #2)",David Brin,4.04,24179,1983,https://images.gr-assets.com/books/1476445711m/234501.jpg,Science Fiction
24782,Taran Wanderer (The Chronicles of Prydain #4),Lloyd Alexander,4.14,29544,1967,https://images.gr-assets.com/books/1406315774m/24782.jpg,Fantasy
20443207,"The Winner's Crime (The Winner's Trilogy, #2)",Marie Rutkoski,4.17,31721,2015,https://images.gr-assets.com/books/1411741455m/20443207.jpg,Fantasy
17399160,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,3.98,34993,2014,https://images.gr-assets.com/books/1392224823m/17399160.jpg,Fantasy
68526,"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,4.32,20296,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
18404427,China Dolls,Lisa See,3.58,20563,2014,https://images.gr-assets.com/books/1405290827m/18404427.jpg,Historical
9784,"Women in Love (Brangwen Family, #2)",D.H. Lawrence,3.66,22372,1920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
10108,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,4.25,22571,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
61181,The Ringworld Engineers (Ringworld #2),Larry Niven,3.86,22047,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
56452,"Now, Discover Your Strengths","Marcus Buckingham, Donald O. Clifton",3.95,19767,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Business
238126,"Immortal in Death (In Death, #3)",J.D. Robb,4.26,29315,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
16158519,Whiskey Beach,Nora Roberts,3.96,19769,2013,https://images.gr-assets.com/books/1357477045m/16158519.jpg,Romance
24779,The Castle of Llyr (The Chronicles of Prydain #3),Lloyd Alexander,4.07,27425,1966,https://images.gr-assets.com/books/1405714238m/24779.jpg,Fantasy
128756,"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,3.96,27715,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
15062217,14,Peter Clines,3.92,20011,2012,https://images.gr-assets.com/books/1338999953m/15062217.jpg,Horror
7983,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",4.05,23723,1992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
8069828,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.48,27279,2012,https://images.gr-assets.com/books/1345041697m/8069828.jpg,Fantasy
29154543,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",Michael Connelly,4.36,13351,2016,https://images.gr-assets.com/books/1457022523m/29154543.jpg,Mystery
30068,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",4.13,22985,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Thriller
128752,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.95,26419,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
16071748,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,4.3,15613,2013,https://images.gr-assets.com/books/1358135117m/16071748.jpg,Fantasy
25698,The Wealth of Nations,Adam Smith,3.87,17180,1776,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Business
77378,The Seven-Percent Solution,Nicholas Meyer,4.14,19334,1974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
16099189,The Light in the Ruins,Chris Bohjalian,3.65,20519,2013,https://images.gr-assets.com/books/1355182026m/16099189.jpg,Historical
153193,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,3.93,29168,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
7863423,"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis,3.92,27319,2010,https://images.gr-assets.com/books/1323268405m/7863423.jpg,Romance
291354,"The Ruby Knight (The Elenium, #2)",David Eddings,3.96,24586,1990,https://images.gr-assets.com/books/1487687688m/291354.jpg,Fantasy
7954556,"One Grave at a Time (Night Huntress, #6)",Jeaniene Frost,4.25,34506,2011,https://images.gr-assets.com/books/1315175727m/7954556.jpg,Horror
2213324,"Airhead (Airhead, #1)",Meg Cabot,3.77,32457,2008,https://images.gr-assets.com/books/1260574610m/2213324.jpg,Young Adult
1772910,White Nights,Fyodor Dostoyevsky,4.05,13405,1848,https://images.gr-assets.com/books/1450699039m/1772910.jpg,Classics
11544421,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,4.49,29556,2013,https://images.gr-assets.com/books/1359571572m/11544421.jpg,Fantasy
10680329,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,4.29,20932,2011,https://images.gr-assets.com/books/1327900478m/10680329.jpg,Mystery
465904,"Dragonsdawn (Pern, #9)",Anne McCaffrey,4.17,25824,1988,https://images.gr-assets.com/books/1304015693m/465904.jpg,Science Fiction
23301545,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",3.9,20889,2014,https://images.gr-assets.com/books/1412343723m/23301545.jpg,Fantasy
6555517,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,3.91,26347,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
16093188,"Up to Me (The Bad Boys, #2)",M. Leighton,4.12,30597,2013,https://images.gr-assets.com/books/1355328750m/16093188.jpg,Romance
1933181,The Lady Elizabeth,Alison Weir,3.97,20345,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
184419,The Man Who Was Thursday: A Nightmare,"G.K. Chesterton, Jonathan Lethem",3.85,17481,1908,https://images.gr-assets.com/books/1403181403m/184419.jpg,Classics
1297150,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,4.28,17106,2007,https://images.gr-assets.com/books/1407111536m/1297150.jpg,Historical
170650,"Loves Music, Loves to Dance",Mary Higgins Clark,3.89,21880,1991,https://images.gr-assets.com/books/1416640001m/170650.jpg,Mystery
277191,"The Ironwood Tree (The Spiderwick Chronicles, #4)","Holly Black, Tony DiTerlizzi",3.92,27293,2004,https://images.gr-assets.com/books/1417954144m/277191.jpg,Fantasy
8968,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,4.23,20877,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
76740,The Demolished Man,Alfred Bester,3.99,20685,1953,https://images.gr-assets.com/books/1360171879m/76740.jpg,Science Fiction
100933,"That Hideous Strength (Space Trilogy, #3)",C.S. Lewis,3.87,19866,1945,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
2033352,"The Redeemer (Harry Hole, #6)",Jo Nesbø,4.07,9337,2005,https://images.gr-assets.com/books/1418343566m/2033352.jpg,Mystery
12384157,The Dressmaker,Kate Alcott,3.44,20464,2012,https://images.gr-assets.com/books/1314819502m/12384157.jpg,Historical
1166131,"The Recruit (Cherub, #1)",Robert Muchamore,4.22,19679,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
18142329,"Police (Harry Hole, #10)","Jo Nesbø, Don Bartlett",4.22,14495,2013,https://images.gr-assets.com/books/1373049226m/18142329.jpg,Mystery
256598,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)","Joseph Delaney, Patrick  Arrasmith",4.1,18513,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
395851,"The Struggle (The Vampire Diaries, #2)",L.J. Smith,3.5,23840,1991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
28481,"Dragon Wing (The Death Gate Cycle, #1)","Margaret Weis, Tracy Hickman",3.93,20720,1990,https://images.gr-assets.com/books/1403168128m/28481.jpg,Fantasy
26999,"Something Rotten (Thursday Next, #4)",Jasper Fforde,4.15,24526,2004,https://images.gr-assets.com/books/1479773726m/26999.jpg,Fantasy
8318666,"The Land of Painted Caves (Earth's Children, #6)",Jean M. Auel,3.24,19300,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
43049,The Sea Wolf,Jack London,4.01,16488,1904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
45432,The Supernaturalist,Eoin Colfer,3.85,23010,2004,https://images.gr-assets.com/books/1233460677m/45432.jpg,Fantasy
35816,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,3.52,17843,1987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
280277,"Lucinda's Secret (The Spiderwick Chronicles, #3)","Holly Black, Tony DiTerlizzi",3.87,25217,2003,https://images.gr-assets.com/books/1358701877m/280277.jpg,Young Adult
8963,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,4.17,19326,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
246225,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,4.14,18578,1930,https://images.gr-assets.com/books/1486963427m/246225.jpg,Mystery
238125,"Holiday in Death (In Death, #7)",J.D. Robb,4.31,24511,1998,https://images.gr-assets.com/books/1389932347m/238125.jpg,Mystery
23223,"Every Boy's Got One (Boy, #3)",Meg Cabot,3.77,19771,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
13330370,"The Last Policeman (The Last Policeman, #1)",Ben H. Winters,3.76,14725,2012,https://images.gr-assets.com/books/1344370646m/13330370.jpg,Mystery
16068780,"The Jewel (The Lone City, #1)",Amy Ewing,3.86,21247,2014,https://images.gr-assets.com/books/1392220609m/16068780.jpg,Young Adult
780581,Bel-Ami,"Guy de Maupassant, Douglas Parmée",3.81,17016,1885,https://images.gr-assets.com/books/1366389912m/780581.jpg,Classics
5062,Jackdaws,Ken Follett,3.91,17489,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
19286623,"Lead (Stage Dive, #3)",Kylie Scott,4.32,29239,2014,https://images.gr-assets.com/books/1396467599m/19286623.jpg,Romance
6934395,"Midnight (The Vampire Diaries: The Return, #3)",L.J. Smith,3.78,20566,2011,https://images.gr-assets.com/books/1277829186m/6934395.jpg,Horror
58890,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,4.07,24511,1998,https://images.gr-assets.com/books/1328860149m/58890.jpg,Fantasy
128757,"Bones to Ashes (Temperance Brennan, #10)",Kathy Reichs,3.92,19942,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
281350,"Grave Secrets (Temperance Brennan, #5)",Kathy Reichs,3.98,21460,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
18304322,"Dumplin' (Dumplin', #1)",Julie   Murphy,3.87,22176,2015,https://images.gr-assets.com/books/1424189465m/18304322.jpg,Young Adult
304,Daniel Deronda,"George Eliot, Edmund White",3.82,17723,1876,https://images.gr-assets.com/books/1320432000m/304.jpg,Classics
97632,The Debutante Divorcee,Plum Sykes,3.46,15030,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
20563,Adam Bede,"George Eliot, Joanna Trollope, Hugh Osborne",3.77,17777,1859,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
18079527,The Impossible Knife of Memory,Laurie Halse Anderson,3.93,20992,2014,https://images.gr-assets.com/books/1405786728m/18079527.jpg,Young Adult
7743783,"The Unidentified Redhead (Redhead, #1)",Alice Clayton,4.04,24859,2010,https://images.gr-assets.com/books/1355688970m/7743783.jpg,Romance
7911,Five Little Peppers and How They Grew,Margaret Sidney,4.03,19780,1881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
15447,"The Source of Magic (Xanth, #2)",Piers Anthony,3.86,19149,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
9305362,"Captive Prince (Captive Prince, #1)",C.S. Pacat,3.98,23580,2015,https://images.gr-assets.com/books/1356028113m/9305362.jpg,Fantasy
6571723,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",Rachel Caine,4.36,17329,2009,https://images.gr-assets.com/books/1478780633m/6571723.jpg,Horror
7785207,"The Mating  (Law of the Lycans, #2)",Nicky Charles,4.02,20109,2010,https://images.gr-assets.com/books/1299068605m/7785207.jpg,Horror
